"","X1","Name","Country","Runs","Mins","BF","4s","6s","SR","POS","Dismissal","Inns","Team","Ground","Date","cum_rpi"
"209",221,"Ricky Ponting","Australia",79,"151","124","13","0","63.70","3","caught",2,"New Zealand","Adelaide",2008-11-28,50.0717703349282
"210",222,"Ricky Ponting","Australia",0,"1","1","0","0","0.00","3","caught",1,"South Africa","Perth",2008-12-17,49.8333333333333
"211",223,"Ricky Ponting","Australia",32,"82","55","4","0","58.18","3","caught",3,"South Africa","Perth",2008-12-17,49.7488151658768
"212",224,"Ricky Ponting","Australia",101,"197","126","10","1","80.15","3","caught",1,"South Africa","Melbourne",2008-12-26,49.9905660377358
"213",225,"Ricky Ponting","Australia",99,"257","169","7","0","58.57","3","caught",3,"South Africa","Melbourne",2008-12-26,50.2206572769953
"214",226,"Ricky Ponting","Australia",0,"2","1","0","0","0.00","3","caught",1,"South Africa","Sydney",2009-01-03,49.9859813084112
"215",227,"Ricky Ponting","Australia",53,"67","57","9","0","92.98","3","bowled",3,"South Africa","Sydney",2009-01-03,50
"216",228,"Ricky Ponting","Australia",83,"188","134","11","1","61.94","3","bowled",1,"South Africa","Johannesburg",2009-02-26,50.1527777777778
"217",229,"Ricky Ponting","Australia",25,"72","44","4","0","56.81","3","caught",3,"South Africa","Johannesburg",2009-02-26,50.036866359447
"218",230,"Ricky Ponting","Australia",9,"36","20","1","0","45.00","3","caught",1,"South Africa","Durban",2009-03-06,49.848623853211
"219",231,"Ricky Ponting","Australia",81,"189","106","12","0","76.41","3","caught",3,"South Africa","Durban",2009-03-06,49.9908675799087
"220",232,"Ricky Ponting","Australia",0,"6","6","0","0","0.00","3","caught",1,"South Africa","Cape Town",2009-03-19,49.7636363636364
"221",233,"Ricky Ponting","Australia",12,"35","24","1","0","50.00","3","caught",3,"South Africa","Cape Town",2009-03-19,49.5927601809955
"222",234,"Ricky Ponting","Australia",150,"313","224","14","1","66.96","3","bowled",2,"England","Cardiff",2009-07-08,50.045045045045
"223",235,"Ricky Ponting","Australia",2,"19","15","0","0","13.33","3","caught",2,"England","Lord's",2009-07-16,49.8295964125561
"224",236,"Ricky Ponting","Australia",38,"88","69","6","0","55.07","3","bowled",4,"England","Lord's",2009-07-16,49.7767857142857
"225",237,"Ricky Ponting","Australia",38,"88","47","5","0","80.85","3","caught",1,"England","Birmingham",2009-07-30,49.7244444444444
"226",238,"Ricky Ponting","Australia",5,"6","7","0","0","71.42","3","bowled",3,"England","Birmingham",2009-07-30,49.5265486725664
"227",239,"Ricky Ponting","Australia",78,"119","101","12","1","77.22","3","lbw",2,"England","Leeds",2009-08-07,49.6519823788546
"228",240,"Ricky Ponting","Australia",8,"20","15","1","0","53.33","3","bowled",2,"England","The Oval",2009-08-20,49.469298245614
"229",241,"Ricky Ponting","Australia",66,"157","103","10","0","64.07","3","run out",4,"England","The Oval",2009-08-20,49.5414847161572
"230",242,"Ricky Ponting","Australia",55,"121","79","8","1","69.62","3","caught",1,"West Indies","Brisbane",2009-11-26,49.5652173913044
"231",243,"Ricky Ponting","Australia",36,"88","73","3","0","49.31","3","caught",2,"West Indies","Adelaide",2009-12-04,49.5064935064935
"232",244,"Ricky Ponting","Australia",20,"57","34","3","1","58.82","3","bowled",4,"West Indies","Adelaide",2009-12-04,49.3793103448276
"233",245,"Ricky Ponting","Australia",23,"44","25","2","1","92.00","3","retired notout",1,"West Indies","Perth",2009-12-16,49.2660944206009
"234",246,"Ricky Ponting","Australia",2,"14","6","0","0","33.33","9","caught",3,"West Indies","Perth",2009-12-16,49.0641025641026
"235",247,"Ricky Ponting","Australia",57,"100","60","7","0","95.00","3","caught",1,"Pakistan","Melbourne",2009-12-26,49.0978723404255
"236",248,"Ricky Ponting","Australia",12,"18","14","2","0","85.71","3","caught",3,"Pakistan","Melbourne",2009-12-26,48.9406779661017
"237",249,"Ricky Ponting","Australia",0,"1","1","0","0","0.00","3","caught",1,"Pakistan","Sydney",2010-01-03,48.7341772151899
"238",250,"Ricky Ponting","Australia",11,"36","21","0","0","52.38","3","caught",3,"Pakistan","Sydney",2010-01-03,48.5756302521008
"239",251,"Ricky Ponting","Australia",209,"523","354","25","0","59.03","3","caught",1,"Pakistan","Hobart",2010-01-14,49.2468619246862
"240",252,"Ricky Ponting","Australia",89,"188","122","12","0","72.95","3","caught",3,"Pakistan","Hobart",2010-01-14,49.4125
"241",253,"Ricky Ponting","Australia",41,"123","86","5","0","47.67","3","run out",1,"New Zealand","Wellington",2010-03-19,49.3775933609959
"242",255,"Ricky Ponting","Australia",22,"62","47","4","0","46.80","3","run out",1,"New Zealand","Hamilton",2010-03-27,49.2644628099174
"243",256,"Ricky Ponting","Australia",6,"8","4","0","1","150.00","3","caught",3,"New Zealand","Hamilton",2010-03-27,49.0864197530864
"244",257,"Ricky Ponting","Australia",26,"66","39","4","0","66.66","3","caught",1,"Pakistan","Lord's",2010-07-13,48.9918032786885
"245",258,"Ricky Ponting","Australia",0,"9","6","0","0","0.00","3","lbw",3,"Pakistan","Lord's",2010-07-13,48.7918367346939
"246",259,"Ricky Ponting","Australia",6,"40","21","0","0","28.57","3","lbw",1,"Pakistan","Leeds",2010-07-21,48.6178861788618
"247",260,"Ricky Ponting","Australia",66,"173","116","7","0","56.89","3","caught",3,"Pakistan","Leeds",2010-07-21,48.6882591093117
"248",261,"Ricky Ponting","Australia",71,"154","124","10","0","57.25","3","run out",1,"India","Mohali",2010-10-01,48.7782258064516
"249",262,"Ricky Ponting","Australia",4,"4","4","1","0","100.00","3","caught",3,"India","Mohali",2010-10-01,48.5983935742972
"250",263,"Ricky Ponting","Australia",77,"204","147","12","0","52.38","3","lbw",1,"India","Bengaluru",2010-10-09,48.712
"251",264,"Ricky Ponting","Australia",72,"170","117","7","1","61.53","3","lbw",3,"India","Bengaluru",2010-10-09,48.804780876494
"252",265,"Ricky Ponting","Australia",10,"34","26","1","0","38.46","3","caught",2,"England","Brisbane",2010-11-25,48.6507936507937
"253",266,"Ricky Ponting","Australia",51,"96","43","4","1","118.60","3","not out",4,"England","Brisbane",2010-11-25,48.6600790513834
"254",267,"Ricky Ponting","Australia",0,"2","1","0","0","0.00","3","caught",1,"England","Adelaide",2010-12-03,48.4685039370079
"255",268,"Ricky Ponting","Australia",9,"21","19","2","0","47.36","3","caught",3,"England","Adelaide",2010-12-03,48.3137254901961
"256",269,"Ricky Ponting","Australia",12,"11","10","3","0","120.00","3","caught",1,"England","Perth",2010-12-16,48.171875
"257",270,"Ricky Ponting","Australia",1,"17","9","0","0","11.11","3","caught",3,"England","Perth",2010-12-16,47.988326848249
"258",271,"Ricky Ponting","Australia",10,"52","38","2","0","26.31","3","caught",1,"England","Melbourne",2010-12-26,47.8410852713178
"259",272,"Ricky Ponting","Australia",20,"101","73","2","0","27.39","3","bowled",3,"England","Melbourne",2010-12-26,47.7335907335907
"260",273,"Ricky Ponting","Australia",44,"114","83","6","0","53.01","3","caught",1,"Sri Lanka","Galle",2011-08-31,47.7192307692308
"261",274,"Ricky Ponting","Australia",4,"14","9","1","0","44.44","3","caught",3,"Sri Lanka","Galle",2011-08-31,47.551724137931
"262",275,"Ricky Ponting","Australia",48,"119","91","6","0","52.74","4","caught",1,"Sri Lanka","Colombo (SSC)",2011-09-16,47.5534351145038
"263",276,"Ricky Ponting","Australia",28,"98","80","3","0","35.00","4","caught",3,"Sri Lanka","Colombo (SSC)",2011-09-16,47.4790874524715
"264",277,"Ricky Ponting","Australia",8,"51","25","0","1","32.00","4","lbw",1,"South Africa","Cape Town",2011-11-09,47.3295454545455
"265",278,"Ricky Ponting","Australia",0,"23","12","0","0","0.00","3","lbw",3,"South Africa","Cape Town",2011-11-09,47.1509433962264
"266",279,"Ricky Ponting","Australia",0,"5","3","0","0","0.00","4","lbw",2,"South Africa","Johannesburg",2011-11-17,46.9736842105263
"267",280,"Ricky Ponting","Australia",62,"218","138","6","0","44.92","4","caught",4,"South Africa","Johannesburg",2011-11-17,47.0299625468165
"268",281,"Ricky Ponting","Australia",78,"229","140","12","0","55.71","4","lbw",2,"New Zealand","Brisbane",2011-12-01,47.1455223880597
"269",283,"Ricky Ponting","Australia",5,"29","16","0","0","31.25","4","lbw",2,"New Zealand","Hobart",2011-12-09,46.9888475836431
"270",284,"Ricky Ponting","Australia",16,"51","30","2","0","53.33","4","caught",4,"New Zealand","Hobart",2011-12-09,46.8740740740741
"271",285,"Ricky Ponting","Australia",62,"148","94","6","0","65.95","4","caught",1,"India","Melbourne",2011-12-26,46.929889298893
"272",286,"Ricky Ponting","Australia",60,"151","97","3","0","61.85","4","caught",3,"India","Melbourne",2011-12-26,46.9779411764706
"273",287,"Ricky Ponting","Australia",134,"332","225","14","0","59.55","4","caught",2,"India","Sydney",2012-01-03,47.2967032967033
"274",288,"Ricky Ponting","Australia",7,"8","6","1","0","116.66","4","bowled",2,"India","Perth",2012-01-13,47.1496350364963
"275",289,"Ricky Ponting","Australia",221,"516","404","21","0","54.70","4","caught",1,"India","Adelaide",2012-01-24,47.7818181818182
"276",290,"Ricky Ponting","Australia",60,"146","96","5","0","62.50","4","not out",3,"India","Adelaide",2012-01-24,47.8260869565217
"277",291,"Ricky Ponting","Australia",4,"20","13","1","0","30.76","4","run out",2,"West Indies","Bridgetown",2012-04-07,47.6678700361011
"278",292,"Ricky Ponting","Australia",14,"23","20","1","0","70.00","4","bowled",4,"West Indies","Bridgetown",2012-04-07,47.5467625899281
"279",293,"Ricky Ponting","Australia",7,"30","26","0","0","26.92","4","caught",1,"West Indies","Port of Spain",2012-04-15,47.4014336917563
"280",294,"Ricky Ponting","Australia",41,"131","85","3","0","48.23","4","caught",3,"West Indies","Port of Spain",2012-04-15,47.3785714285714
"281",295,"Ricky Ponting","Australia",23,"88","60","2","0","38.33","4","caught",1,"West Indies","Roseau",2012-04-23,47.2918149466192
"282",296,"Ricky Ponting","Australia",57,"192","130","4","0","43.84","4","caught",3,"West Indies","Roseau",2012-04-23,47.3262411347518
"283",297,"Ricky Ponting","Australia",0,"9","5","0","0","0.00","4","caught",2,"South Africa","Brisbane",2012-11-09,47.1590106007067
"284",298,"Ricky Ponting","Australia",4,"6","3","1","0","133.33","4","bowled",1,"South Africa","Adelaide",2012-11-22,47.0070422535211
"285",299,"Ricky Ponting","Australia",16,"40","34","3","0","47.05","4","bowled",3,"South Africa","Adelaide",2012-11-22,46.8982456140351
"286",300,"Ricky Ponting","Australia",4,"17","7","0","0","57.14","5","lbw",2,"South Africa","Perth",2012-11-30,46.7482517482517
"287",301,"Ricky Ponting","Australia",8,"40","23","2","0","34.78","4","caught",4,"South Africa","Perth",2012-11-30,46.6132404181185
"288",302,"Sachin Tendulkar","India",15,"28","24","2","0","62.50","6","bowled",2,"Pakistan","Karachi",1989-11-15,15
"289",304,"Sachin Tendulkar","India",59,"254","172","4","0","34.30","6","lbw",1,"Pakistan","Faisalabad",1989-11-23,37
"290",305,"Sachin Tendulkar","India",8,"24","16","1","0","50.00","6","run out",3,"Pakistan","Faisalabad",1989-11-23,27.3333333333333
"291",306,"Sachin Tendulkar","India",41,"124","90","5","0","45.55","7","bowled",1,"Pakistan","Lahore",1989-12-01,30.75
"292",307,"Sachin Tendulkar","India",35,"74","51","5","0","68.62","6","lbw",1,"Pakistan","Sialkot",1989-12-09,31.6
"293",308,"Sachin Tendulkar","India",57,"193","134","6","0","42.53","6","caught",3,"Pakistan","Sialkot",1989-12-09,35.8333333333333
"294",309,"Sachin Tendulkar","India",0,"1","1","0","0","0.00","6","caught",2,"New Zealand","Christchurch",1990-02-02,30.7142857142857
"295",310,"Sachin Tendulkar","India",24,"50","44","3","0","54.54","6","caught",3,"New Zealand","Christchurch",1990-02-02,29.875
"296",311,"Sachin Tendulkar","India",88,"324","266","5","0","33.08","6","caught",1,"New Zealand","Napier",1990-02-09,36.3333333333333
"297",312,"Sachin Tendulkar","India",5,"15","13","1","0","38.46","6","caught",2,"New Zealand","Auckland",1990-02-22,33.2
"298",314,"Sachin Tendulkar","India",10,"30","19","1","0","52.63","6","bowled",2,"England","Lord's",1990-07-26,31.0909090909091
"299",315,"Sachin Tendulkar","India",27,"93","65","4","0","41.53","6","caught",4,"England","Lord's",1990-07-26,30.75
"300",316,"Sachin Tendulkar","India",68,"216","136","8","0","50.00","6","caught",2,"England","Manchester",1990-08-09,33.6153846153846
"301",317,"Sachin Tendulkar","India",119,"225","189","17","0","62.96","6","not out",4,"England","Manchester",1990-08-09,39.7142857142857
"302",318,"Sachin Tendulkar","India",21,"39","30","3","0","70.00","7","caught",1,"England","The Oval",1990-08-23,38.4666666666667
"303",319,"Sachin Tendulkar","India",11,"92","-","-","0","-","6","lbw",1,"Sri Lanka","Chandigarh",1990-11-23,36.75
"304",320,"Sachin Tendulkar","India",16,"47","42","3","0","38.09","6","bowled",1,"Australia","Brisbane",1991-11-29,35.5294117647059
"305",321,"Sachin Tendulkar","India",7,"36","25","1","0","28.00","6","caught",3,"Australia","Brisbane",1991-11-29,33.9444444444444
"306",322,"Sachin Tendulkar","India",15,"33","23","0","0","65.21","7","caught",1,"Australia","Melbourne",1991-12-26,32.9473684210526
"307",323,"Sachin Tendulkar","India",40,"122","107","5","0","37.38","7","caught",3,"Australia","Melbourne",1991-12-26,33.3
"308",324,"Sachin Tendulkar","India",148,"298","213","14","0","69.48","6","not out",2,"Australia","Sydney",1992-01-02,38.7619047619048
"309",325,"Sachin Tendulkar","India",6,"20","8","1","0","75.00","6","lbw",2,"Australia","Adelaide",1992-01-25,37.2727272727273
"310",326,"Sachin Tendulkar","India",17,"36","29","2","0","58.62","4","lbw",4,"Australia","Adelaide",1992-01-25,36.3913043478261
"311",327,"Sachin Tendulkar","India",114,"228","161","16","0","70.80","4","caught",2,"Australia","Perth",1992-02-01,39.625
"312",328,"Sachin Tendulkar","India",5,"12","9","1","0","55.55","4","caught",4,"Australia","Perth",1992-02-01,38.24
"313",329,"Sachin Tendulkar","India",0,"4","3","0","0","0.00","4","caught",2,"Zimbabwe","Harare",1992-10-18,36.7692307692308
"314",330,"Sachin Tendulkar","India",11,"35","24","1","0","45.83","4","run out",2,"South Africa","Durban",1992-11-13,35.8148148148148
"315",331,"Sachin Tendulkar","India",111,"373","270","19","0","41.11","4","caught",2,"South Africa","Johannesburg",1992-11-26,38.5
"316",332,"Sachin Tendulkar","India",1,"6","5","0","0","20.00","4","lbw",4,"South Africa","Johannesburg",1992-11-26,37.2068965517241
"317",333,"Sachin Tendulkar","India",6,"27","17","1","0","35.29","4","caught",1,"South Africa","Port Elizabeth",1992-12-26,36.1666666666667
"318",334,"Sachin Tendulkar","India",0,"1","1","0","0","0.00","4","caught",3,"South Africa","Port Elizabeth",1992-12-26,35
"319",335,"Sachin Tendulkar","India",73,"272","208","8","1","35.09","5","caught",2,"South Africa","Cape Town",1993-01-02,36.1875
"320",337,"Sachin Tendulkar","India",50,"158","118","6","0","42.37","4","caught",1,"England","Kolkata",1993-01-29,36.6060606060606
"321",338,"Sachin Tendulkar","India",9,"17","19","2","0","47.36","4","not out",4,"England","Kolkata",1993-01-29,35.7941176470588
"322",339,"Sachin Tendulkar","India",165,"361","296","24","1","55.74","4","caught",1,"England","Chennai",1993-02-11,39.4857142857143
"323",340,"Sachin Tendulkar","India",78,"285","213","10","0","36.61","4","lbw",2,"England","Mumbai",1993-02-19,40.5555555555556
"324",341,"Sachin Tendulkar","India",62,"128","114","7","0","54.38","4","caught",1,"Zimbabwe","Delhi",1993-03-13,41.1351351351351
"325",343,"Sachin Tendulkar","India",28,"74","52","5","0","53.84","4","caught",1,"Sri Lanka","Colombo (SSC)",1993-07-27,40.7894736842105
"326",344,"Sachin Tendulkar","India",104,"217","161","11","1","64.59","4","not out",3,"Sri Lanka","Colombo (SSC)",1993-07-27,42.4102564102564
"327",345,"Sachin Tendulkar","India",71,"202","152","10","0","46.71","4","caught",2,"Sri Lanka","Colombo (PSS)",1993-08-04,43.125
"328",346,"Sachin Tendulkar","India",142,"260","224","22","0","63.39","4","caught",1,"Sri Lanka","Lucknow",1994-01-18,45.5365853658537
"329",347,"Sachin Tendulkar","India",96,"180","140","15","0","68.57","4","bowled",1,"Sri Lanka","Bengaluru",1994-01-26,46.7380952380952
"330",348,"Sachin Tendulkar","India",6,"25","14","1","0","42.85","4","bowled",2,"Sri Lanka","Ahmedabad",1994-02-08,45.7906976744186
"331",349,"Sachin Tendulkar","India",43,"55","47","7","0","91.48","4","caught",2,"New Zealand","Hamilton",1994-03-19,45.7272727272727
"332",350,"Sachin Tendulkar","India",11,"57","42","0","0","26.19","4","not out",4,"New Zealand","Hamilton",1994-03-19,44.9555555555556
"333",351,"Sachin Tendulkar","India",34,"70","43","7","0","79.06","4","lbw",1,"West Indies","Mumbai",1994-11-18,44.7173913043478
"334",352,"Sachin Tendulkar","India",85,"178","130","10","1","65.38","5","caught",3,"West Indies","Mumbai",1994-11-18,45.5744680851064
"335",353,"Sachin Tendulkar","India",179,"414","322","24","1","55.59","4","caught",1,"West Indies","Nagpur",1994-12-01,48.3541666666667
"336",354,"Sachin Tendulkar","India",54,"180","138","3","0","39.13","4","caught",3,"West Indies","Nagpur",1994-12-01,48.469387755102
"337",355,"Sachin Tendulkar","India",40,"72","55","9","0","72.72","4","caught",2,"West Indies","Mohali",1994-12-10,48.3
"338",356,"Sachin Tendulkar","India",10,"38","24","2","0","41.66","4","caught",4,"West Indies","Mohali",1994-12-10,47.5490196078431
"339",357,"Sachin Tendulkar","India",4,"7","4","1","0","100.00","4","caught",2,"New Zealand","Bengaluru",1995-10-18,46.7115384615385
"340",358,"Sachin Tendulkar","India",0,"3","0","0","0","-","4","not out",4,"New Zealand","Bengaluru",1995-10-18,45.8301886792453
"341",359,"Sachin Tendulkar","India",52,"98","88","5","0","59.09","4","not out",1,"New Zealand","Chennai",1995-10-25,45.9444444444444
"342",360,"Sachin Tendulkar","India",2,"8","8","0","0","25.00","4","bowled",1,"New Zealand","Cuttack",1995-11-08,45.1454545454545
"343",361,"Sachin Tendulkar","India",24,"71","41","4","0","58.53","4","bowled",1,"England","Birmingham",1996-06-06,44.7678571428571
"344",362,"Sachin Tendulkar","India",122,"263","177","19","1","68.92","4","caught",3,"England","Birmingham",1996-06-06,46.1228070175439
