"","X1","Name","Country","Runs","Mins","BF","4s","6s","SR","POS","Dismissal","Inns","Team","Ground","Date","cum_rpi"
"902",947,"Jacques Kallis","South Africa",5,"10","9","1","0","55.55","3","caught",2,"India","Mumbai",2000-02-24,36.7407407407407
"903",948,"Jacques Kallis","South Africa",36,"191","129","5","0","27.90","3","not out",4,"India","Mumbai",2000-02-24,36.7272727272727
"904",949,"Jacques Kallis","South Africa",95,"432","359","7","2","26.46","4","caught",2,"India","Bengaluru",2000-03-02,37.7678571428571
"905",950,"Jacques Kallis","South Africa",29,"86","79","2","1","36.70","3","caught",2,"Sri Lanka","Galle",2000-07-20,37.6140350877193
"906",951,"Jacques Kallis","South Africa",40,"91","90","6","0","44.44","3","caught",3,"Sri Lanka","Galle",2000-07-20,37.6551724137931
"907",952,"Jacques Kallis","South Africa",16,"77","42","2","0","38.09","3","lbw",1,"Sri Lanka","Kandy",2000-07-30,37.2881355932203
"908",953,"Jacques Kallis","South Africa",87,"237","208","6","1","41.82","3","bowled",3,"Sri Lanka","Kandy",2000-07-30,38.1166666666667
"909",954,"Jacques Kallis","South Africa",19,"39","31","3","0","61.29","3","caught",1,"Sri Lanka","Colombo (SSC)",2000-08-06,37.8032786885246
"910",955,"Jacques Kallis","South Africa",0,"5","4","0","0","0.00","3","bowled",3,"Sri Lanka","Colombo (SSC)",2000-08-06,37.1935483870968
"911",956,"Jacques Kallis","South Africa",160,"345","289","26","0","55.36","3","caught",1,"New Zealand","Bloemfontein",2000-11-17,39.1428571428571
"912",957,"Jacques Kallis","South Africa",13,"21","18","2","0","72.22","3","lbw",4,"New Zealand","Bloemfontein",2000-11-17,38.734375
"913",958,"Jacques Kallis","South Africa",12,"21","22","2","0","54.54","3","caught",2,"New Zealand","Port Elizabeth",2000-11-30,38.3230769230769
"914",959,"Jacques Kallis","South Africa",23,"65","49","5","0","46.93","3","caught",4,"New Zealand","Port Elizabeth",2000-11-30,38.0909090909091
"915",960,"Jacques Kallis","South Africa",79,"272","211","12","0","37.44","4","not out",2,"New Zealand","Johannesburg",2000-12-08,38.7014925373134
"916",961,"Jacques Kallis","South Africa",21,"87","56","2","0","37.50","3","caught",1,"Sri Lanka","Durban",2000-12-26,38.4411764705882
"917",962,"Jacques Kallis","South Africa",15,"47","41","1","0","36.58","3","bowled",3,"Sri Lanka","Durban",2000-12-26,38.1014492753623
"918",963,"Jacques Kallis","South Africa",49,"207","150","6","0","32.66","3","caught",2,"Sri Lanka","Cape Town",2001-01-02,38.2571428571429
"919",964,"Jacques Kallis","South Africa",7,"53","35","1","0","20.00","3","caught",1,"Sri Lanka","Centurion",2001-01-20,37.8169014084507
"920",965,"Jacques Kallis","South Africa",50,"239","181","4","0","27.62","3","lbw",2,"West Indies","Georgetown",2001-03-09,37.9861111111111
"921",966,"Jacques Kallis","South Africa",30,"94","90","5","0","33.33","3","lbw",4,"West Indies","Georgetown",2001-03-09,37.8767123287671
"922",967,"Jacques Kallis","South Africa",53,"98","80","7","2","66.25","3","caught",1,"West Indies","Port of Spain",2001-03-17,38.0810810810811
"923",968,"Jacques Kallis","South Africa",0,"1","2","0","0","0.00","3","lbw",3,"West Indies","Port of Spain",2001-03-17,37.5733333333333
"924",969,"Jacques Kallis","South Africa",11,"109","66","0","0","16.66","3","caught",1,"West Indies","Bridgetown",2001-03-29,37.2236842105263
"925",970,"Jacques Kallis","South Africa",20,"72","93","3","0","21.50","5","caught",3,"West Indies","Bridgetown",2001-03-29,37
"926",971,"Jacques Kallis","South Africa",5,"7","6","1","0","83.33","3","bowled",1,"West Indies","St John's",2001-04-06,36.5897435897436
"927",972,"Jacques Kallis","South Africa",30,"177","138","3","0","21.73","6","not out",3,"West Indies","St John's",2001-04-06,36.5063291139241
"928",973,"Jacques Kallis","South Africa",17,"90","54","2","0","31.48","3","caught",2,"West Indies","Kingston",2001-04-19,36.2625
"929",974,"Jacques Kallis","South Africa",51,"162","129","5","0","39.53","5","bowled",4,"West Indies","Kingston",2001-04-19,36.4444444444444
"930",975,"Jacques Kallis","South Africa",157,"381","272","14","5","57.72","3","not out",1,"Zimbabwe","Harare",2001-09-07,37.9146341463415
"931",976,"Jacques Kallis","South Africa",42,"65","55","9","0","76.36","3","not out",4,"Zimbabwe","Harare",2001-09-07,37.9638554216867
"932",977,"Jacques Kallis","South Africa",189,"581","443","19","3","42.66","3","not out",2,"Zimbabwe","Bulawayo",2001-09-14,39.7619047619048
"933",978,"Jacques Kallis","South Africa",68,"214","138","10","0","49.27","3","caught",2,"India","Bloemfontein",2001-11-03,40.0941176470588
"934",979,"Jacques Kallis","South Africa",21,"49","34","4","0","61.76","3","not out",4,"India","Bloemfontein",2001-11-03,39.8720930232558
"935",980,"Jacques Kallis","South Africa",24,"86","70","2","0","34.28","3","bowled",1,"India","Port Elizabeth",2001-11-16,39.6896551724138
"936",981,"Jacques Kallis","South Africa",89,"300","229","6","1","38.86","3","not out",3,"India","Port Elizabeth",2001-11-16,40.25
"937",982,"Jacques Kallis","South Africa",5,"40","33","0","0","15.15","5","lbw",2,"Australia","Adelaide",2001-12-14,39.8539325842697
"938",983,"Jacques Kallis","South Africa",65,"234","174","7","0","37.35","4","not out",4,"Australia","Adelaide",2001-12-14,40.1333333333333
"939",984,"Jacques Kallis","South Africa",38,"170","124","2","1","30.64","4","caught",1,"Australia","Melbourne",2001-12-26,40.1098901098901
"940",985,"Jacques Kallis","South Africa",99,"287","180","8","0","55.00","4","run out",3,"Australia","Melbourne",2001-12-26,40.75
"941",986,"Jacques Kallis","South Africa",4,"12","13","1","0","30.76","4","caught",2,"Australia","Sydney",2002-01-02,40.3548387096774
"942",987,"Jacques Kallis","South Africa",34,"79","68","4","0","50.00","4","caught",3,"Australia","Sydney",2002-01-02,40.2872340425532
"943",988,"Jacques Kallis","South Africa",3,"9","10","0","0","30.00","4","caught",2,"Australia","Johannesburg",2002-02-22,39.8947368421053
"944",989,"Jacques Kallis","South Africa",8,"23","19","2","0","42.10","4","caught",3,"Australia","Johannesburg",2002-02-22,39.5625
"945",990,"Jacques Kallis","South Africa",23,"102","60","3","0","38.33","4","caught",1,"Australia","Cape Town",2002-03-08,39.3917525773196
"946",991,"Jacques Kallis","South Africa",73,"129","96","12","0","76.04","4","lbw",3,"Australia","Cape Town",2002-03-08,39.734693877551
"947",992,"Jacques Kallis","South Africa",16,"52","31","3","0","51.61","5","caught",2,"Australia","Durban",2002-03-15,39.4949494949495
"948",993,"Jacques Kallis","South Africa",61,"159","113","10","0","53.98","4","not out",4,"Australia","Durban",2002-03-15,39.71
"949",994,"Jacques Kallis","South Africa",75,"185","138","9","0","54.34","4","not out",1,"Bangladesh","East London",2002-10-18,40.0594059405941
"950",995,"Jacques Kallis","South Africa",139,"266","228","18","1","60.96","4","not out",2,"Bangladesh","Potchefstroom",2002-10-25,41.0294117647059
"951",996,"Jacques Kallis","South Africa",75,"302","214","8","0","35.04","4","caught",2,"Sri Lanka","Johannesburg",2002-11-08,41.3592233009709
"952",997,"Jacques Kallis","South Africa",84,"225","196","9","0","42.85","4","bowled",2,"Sri Lanka","Centurion",2002-11-15,41.7692307692308
"953",998,"Jacques Kallis","South Africa",6,"30","16","1","0","37.50","4","bowled",4,"Sri Lanka","Centurion",2002-11-15,41.4285714285714
"954",999,"Jacques Kallis","South Africa",105,"319","236","11","1","44.49","4","bowled",1,"Pakistan","Durban",2002-12-26,42.0283018867925
"955",1001,"Jacques Kallis","South Africa",31,"71","66","4","0","46.96","4","lbw",1,"Pakistan","Cape Town",2003-01-02,41.9252336448598
"956",1002,"Jacques Kallis","South Africa",27,"114","91","4","0","29.67","4","bowled",2,"England","Nottingham",2003-08-14,41.787037037037
"957",1003,"Jacques Kallis","South Africa",13,"49","27","2","0","48.14","4","bowled",4,"England","Nottingham",2003-08-14,41.5229357798165
"958",1004,"Jacques Kallis","South Africa",6,"38","32","0","0","18.75","4","caught",1,"England","Leeds",2003-08-21,41.2
"959",1005,"Jacques Kallis","South Africa",41,"153","109","4","1","37.61","4","caught",3,"England","Leeds",2003-08-21,41.1981981981982
"960",1006,"Jacques Kallis","South Africa",66,"192","120","8","1","55.00","4","run out",1,"England","The Oval",2003-09-04,41.4196428571429
"961",1007,"Jacques Kallis","South Africa",35,"71","43","6","0","81.39","4","lbw",3,"England","The Oval",2003-09-04,41.3628318584071
"962",1008,"Jacques Kallis","South Africa",29,"82","66","4","0","43.93","4","caught",1,"Pakistan","Lahore",2003-10-17,41.2543859649123
"963",1009,"Jacques Kallis","South Africa",18,"85","61","2","0","29.50","4","caught",3,"Pakistan","Lahore",2003-10-17,41.0521739130435
"964",1010,"Jacques Kallis","South Africa",10,"30","20","2","0","50.00","4","caught",1,"Pakistan","Faisalabad",2003-10-24,40.7844827586207
"965",1011,"Jacques Kallis","South Africa",43,"174","113","3","0","38.05","6","lbw",3,"Pakistan","Faisalabad",2003-10-24,40.8034188034188
"966",1012,"Jacques Kallis","South Africa",158,"411","297","17","1","53.19","4","bowled",1,"West Indies","Johannesburg",2003-12-12,41.7966101694915
"967",1013,"Jacques Kallis","South Africa",44,"96","72","3","1","61.11","4","lbw",3,"West Indies","Johannesburg",2003-12-12,41.8151260504202
"968",1014,"Jacques Kallis","South Africa",177,"479","344","20","0","51.45","4","caught",2,"West Indies","Durban",2003-12-26,42.9416666666667
"969",1015,"Jacques Kallis","South Africa",73,"207","145","13","0","50.34","4","lbw",1,"West Indies","Cape Town",2004-01-02,43.1900826446281
"970",1016,"Jacques Kallis","South Africa",130,"262","191","7","5","68.06","4","not out",3,"West Indies","Cape Town",2004-01-02,43.9016393442623
"971",1017,"Jacques Kallis","South Africa",130,"247","199","14","1","65.32","4","not out",1,"West Indies","Centurion",2004-01-16,44.6016260162602
"972",1019,"Jacques Kallis","South Africa",92,"239","177","11","3","51.97","4","caught",1,"New Zealand","Hamilton",2004-03-10,44.9838709677419
"973",1020,"Jacques Kallis","South Africa",150,"406","312","19","0","48.07","4","not out",3,"New Zealand","Hamilton",2004-03-10,45.824
"974",1021,"Jacques Kallis","South Africa",40,"152","116","7","0","34.48","4","caught",1,"New Zealand","Auckland",2004-03-18,45.7777777777778
"975",1022,"Jacques Kallis","South Africa",71,"165","127","11","1","55.90","4","lbw",3,"New Zealand","Auckland",2004-03-18,45.9763779527559
"976",1023,"Jacques Kallis","South Africa",0,"16","10","0","0","0.00","6","caught",2,"New Zealand","Wellington",2004-03-26,45.6171875
"977",1024,"Jacques Kallis","South Africa",1,"11","9","0","0","11.11","4","lbw",4,"New Zealand","Wellington",2004-03-26,45.2713178294574
"978",1025,"Jacques Kallis","South Africa",59,"84","78","9","1","75.64","4","caught",2,"Sri Lanka","Galle",2004-08-04,45.3769230769231
"979",1026,"Jacques Kallis","South Africa",52,"159","129","6","0","40.31","4","not out",4,"Sri Lanka","Galle",2004-08-04,45.4274809160305
"980",1027,"Jacques Kallis","South Africa",13,"71","57","0","0","22.80","5","bowled",2,"Sri Lanka","Colombo (SSC)",2004-08-11,45.1818181818182
"981",1028,"Jacques Kallis","South Africa",3,"9","6","0","0","50.00","4","caught",4,"Sri Lanka","Colombo (SSC)",2004-08-11,44.8646616541353
"982",1029,"Jacques Kallis","South Africa",37,"129","108","3","0","34.25","4","lbw",1,"India","Kanpur",2004-11-20,44.8059701492537
"983",1030,"Jacques Kallis","South Africa",28,"122","112","1","0","25.00","4","not out",3,"India","Kanpur",2004-11-20,44.6814814814815
"984",1031,"Jacques Kallis","South Africa",121,"399","259","12","0","46.71","4","bowled",1,"India","Kolkata",2004-11-28,45.2426470588235
"985",1032,"Jacques Kallis","South Africa",55,"133","98","4","0","56.12","4","caught",3,"India","Kolkata",2004-11-28,45.3138686131387
"986",1033,"Jacques Kallis","South Africa",0,"14","7","0","0","0.00","4","bowled",1,"England","Port Elizabeth",2004-12-17,44.9855072463768
"987",1034,"Jacques Kallis","South Africa",61,"167","113","9","0","53.98","4","lbw",3,"England","Port Elizabeth",2004-12-17,45.1007194244604
"988",1035,"Jacques Kallis","South Africa",162,"364","264","21","1","61.36","4","caught",2,"England","Durban",2004-12-26,45.9357142857143
"989",1036,"Jacques Kallis","South Africa",10,"21","23","1","0","43.47","5","caught",4,"England","Durban",2004-12-26,45.6808510638298
"990",1037,"Jacques Kallis","South Africa",149,"493","334","11","0","44.61","4","caught",1,"England","Cape Town",2005-01-02,46.4084507042254
"991",1038,"Jacques Kallis","South Africa",66,"250","134","5","1","49.25","4","run out",3,"England","Cape Town",2005-01-02,46.5454545454545
"992",1039,"Jacques Kallis","South Africa",33,"86","68","4","1","48.52","4","bowled",2,"England","Johannesburg",2005-01-13,46.4513888888889
"993",1040,"Jacques Kallis","South Africa",0,"1","1","0","0","0.00","4","caught",4,"England","Johannesburg",2005-01-13,46.1310344827586
"994",1041,"Jacques Kallis","South Africa",8,"33","23","1","0","34.78","4","bowled",1,"England","Centurion",2005-01-21,45.8698630136986
"995",1042,"Jacques Kallis","South Africa",136,"277","217","16","1","62.67","4","not out",3,"England","Centurion",2005-01-21,46.4829931972789
"996",1043,"Jacques Kallis","South Africa",54,"42","25","3","5","216.00","4","caught",2,"Zimbabwe","Cape Town",2005-03-04,46.5337837837838
"997",1044,"Jacques Kallis","South Africa",58,"135","106","5","2","54.71","7","bowled",2,"Zimbabwe","Centurion",2005-03-11,46.6107382550336
"998",1045,"Jacques Kallis","South Africa",0,"2","2","0","0","0.00","4","bowled",2,"West Indies","Georgetown",2005-03-31,46.3
"999",1046,"Jacques Kallis","South Africa",109,"411","346","15","0","31.50","4","not out",3,"West Indies","Georgetown",2005-03-31,46.7152317880795
"1000",1047,"Jacques Kallis","South Africa",39,"160","131","6","0","29.77","4","lbw",2,"West Indies","Port of Spain",2005-04-08,46.6644736842105
"1001",1048,"Jacques Kallis","South Africa",19,"34","20","3","0","95.00","4","not out",4,"West Indies","Port of Spain",2005-04-08,46.483660130719
"1002",1049,"Jacques Kallis","South Africa",78,"230","156","4","0","50.00","4","caught",2,"West Indies","Bridgetown",2005-04-21,46.6883116883117
"1003",1050,"Jacques Kallis","South Africa",147,"394","287","14","1","51.21","4","caught",1,"West Indies","St John's",2005-04-29,47.3354838709677
"1004",1052,"Jacques Kallis","South Africa",44,"125","94","8","0","46.80","5","caught",2,"Australia","Sydney",2005-10-14,47.3141025641026
"1005",1053,"Jacques Kallis","South Africa",39,"109","85","3","1","45.88","5","not out",4,"Australia","Sydney",2005-10-14,47.2611464968153
"1006",1054,"Jacques Kallis","South Africa",23,"108","91","2","0","25.27","4","bowled",2,"Australia","Melbourne",2005-12-26,47.1075949367089
"1007",1055,"Jacques Kallis","South Africa",9,"39","26","2","0","34.61","4","caught",4,"Australia","Melbourne",2005-12-26,46.8679245283019
"1008",1056,"Jacques Kallis","South Africa",111,"361","275","17","0","40.36","4","caught",1,"Australia","Sydney",2006-01-02,47.26875
"1009",1057,"Jacques Kallis","South Africa",50,"180","96","3","0","52.08","4","not out",3,"Australia","Sydney",2006-01-02,47.2857142857143
"1010",1058,"Jacques Kallis","South Africa",6,"10","12","0","0","50.00","4","caught",1,"Australia","Cape Town",2006-03-16,47.0308641975309
"1011",1059,"Jacques Kallis","South Africa",36,"86","50","5","0","72.00","4","caught",3,"Australia","Cape Town",2006-03-16,46.9631901840491
"1012",1060,"Jacques Kallis","South Africa",114,"344","223","17","0","51.12","4","caught",2,"Australia","Durban",2006-03-24,47.3719512195122
"1013",1061,"Jacques Kallis","South Africa",7,"32","32","1","0","21.87","4","lbw",4,"Australia","Durban",2006-03-24,47.1272727272727
"1014",1062,"Jacques Kallis","South Africa",37,"123","92","6","0","40.21","4","bowled",1,"Australia","Johannesburg",2006-03-31,47.066265060241
"1015",1063,"Jacques Kallis","South Africa",27,"125","82","4","0","32.92","4","lbw",3,"Australia","Johannesburg",2006-03-31,46.9461077844311
"1016",1064,"Jacques Kallis","South Africa",38,"128","99","7","0","38.38","4","bowled",1,"New Zealand","Centurion",2006-04-15,46.8928571428571
"1017",1065,"Jacques Kallis","South Africa",62,"202","159","8","0","38.99","4","caught",3,"New Zealand","Centurion",2006-04-15,46.9822485207101
"1018",1066,"Jacques Kallis","South Africa",71,"191","170","7","0","41.76","4","caught",2,"New Zealand","Cape Town",2006-04-27,47.1235294117647
"1019",1067,"Jacques Kallis","South Africa",9,"51","39","1","0","23.07","4","bowled",2,"New Zealand","Johannesburg",2006-05-05,46.9005847953216
"1020",1068,"Jacques Kallis","South Africa",13,"39","28","2","0","46.42","4","caught",4,"New Zealand","Johannesburg",2006-05-05,46.703488372093
"1021",1069,"Jacques Kallis","South Africa",12,"21","14","3","0","85.71","4","caught",2,"India","Johannesburg",2006-12-15,46.5028901734104
"1022",1070,"Jacques Kallis","South Africa",27,"108","72","4","0","37.50","4","caught",4,"India","Johannesburg",2006-12-15,46.3908045977011
"1023",1071,"Jacques Kallis","South Africa",54,"162","128","8","0","42.18","4","caught",2,"India","Cape Town",2007-01-02,46.4342857142857
"1024",1072,"Jacques Kallis","South Africa",32,"152","90","2","0","35.55","5","caught",4,"India","Cape Town",2007-01-02,46.3522727272727
"1025",1073,"Jacques Kallis","South Africa",18,"53","44","4","0","40.90","4","caught",2,"Pakistan","Centurion",2007-01-11,46.1920903954802
"1026",1074,"Jacques Kallis","South Africa",60,"133","123","6","0","48.78","5","not out",4,"Pakistan","Centurion",2007-01-11,46.2696629213483
"1027",1075,"Jacques Kallis","South Africa",24,"97","56","2","0","42.85","4","caught",1,"Pakistan","Port Elizabeth",2007-01-19,46.145251396648
"1028",1076,"Jacques Kallis","South Africa",91,"293","226","8","0","40.26","4","lbw",3,"Pakistan","Port Elizabeth",2007-01-19,46.3944444444444
"1029",1077,"Jacques Kallis","South Africa",28,"91","60","3","0","46.66","4","caught",2,"Pakistan","Cape Town",2007-01-26,46.292817679558
"1030",1078,"Jacques Kallis","South Africa",51,"206","149","7","0","34.22","5","bowled",4,"Pakistan","Cape Town",2007-01-26,46.3186813186813
"1031",1079,"Jacques Kallis","South Africa",155,"304","249","19","0","62.24","4","caught",1,"Pakistan","Karachi",2007-10-01,46.9125683060109
"1032",1080,"Jacques Kallis","South Africa",100,"291","201","4","1","49.75","4","not out",3,"Pakistan","Karachi",2007-10-01,47.2010869565217
"1033",1081,"Jacques Kallis","South Africa",59,"159","115","8","1","51.30","4","lbw",1,"Pakistan","Lahore",2007-10-08,47.2648648648649
"1034",1082,"Jacques Kallis","South Africa",107,"358","242","8","0","44.21","4","not out",3,"Pakistan","Lahore",2007-10-08,47.5860215053763
"1035",1083,"Jacques Kallis","South Africa",29,"86","65","5","0","44.61","4","caught",1,"New Zealand","Johannesburg",2007-11-08,47.4866310160428
"1036",1084,"Jacques Kallis","South Africa",186,"383","262","25","3","70.99","4","caught",3,"New Zealand","Johannesburg",2007-11-08,48.2234042553191
"1037",1085,"Jacques Kallis","South Africa",131,"221","177","17","2","74.01","4","lbw",2,"New Zealand","Centurion",2007-11-16,48.6613756613757
"1038",1086,"Jacques Kallis","South Africa",0,"10","6","0","0","0.00","4","caught",2,"West Indies","Port Elizabeth",2007-12-26,48.4052631578947
"1039",1087,"Jacques Kallis","South Africa",85,"188","126","9","0","67.46","4","caught",4,"West Indies","Port Elizabeth",2007-12-26,48.5968586387435
"1040",1088,"Jacques Kallis","South Africa",36,"79","72","4","0","50.00","4","caught",2,"West Indies","Cape Town",2008-01-02,48.53125
"1041",1089,"Jacques Kallis","South Africa",22,"41","26","3","0","84.61","4","not out",4,"West Indies","Cape Town",2008-01-02,48.3937823834197
"1042",1090,"Jacques Kallis","South Africa",74,"127","101","13","0","73.26","4","caught",2,"West Indies","Durban",2008-01-10,48.5257731958763
"1043",1091,"Jacques Kallis","South Africa",17,"74","49","2","0","34.69","4","bowled",2,"Bangladesh","Dhaka",2008-02-22,48.3641025641026
"1044",1092,"Jacques Kallis","South Africa",7,"43","27","0","0","25.92","4","caught",4,"Bangladesh","Dhaka",2008-02-22,48.1530612244898
"1045",1093,"Jacques Kallis","South Africa",39,"146","120","0","0","32.50","4","not out",1,"Bangladesh","Chattogram",2008-02-29,48.1065989847716
"1046",1094,"Jacques Kallis","South Africa",13,"57","42","1","0","30.95","4","caught",1,"India","Chennai",2008-03-26,47.9292929292929
"1047",1095,"Jacques Kallis","South Africa",19,"69","40","1","0","47.50","4","caught",3,"India","Chennai",2008-03-26,47.78391959799
"1048",1096,"Jacques Kallis","South Africa",132,"359","275","14","1","48.00","4","bowled",2,"India","Ahmedabad",2008-04-03,48.205
"1049",1097,"Jacques Kallis","South Africa",1,"22","7","0","0","14.28","4","bowled",1,"India","Kanpur",2008-04-11,47.9701492537313
"1050",1098,"Jacques Kallis","South Africa",15,"83","45","1","0","33.33","4","caught",3,"India","Kanpur",2008-04-11,47.8069306930693
"1051",1099,"Jacques Kallis","South Africa",7,"35","19","1","0","36.84","4","caught",2,"England","Lord's",2008-07-10,47.6059113300493
"1052",1100,"Jacques Kallis","South Africa",13,"56","52","2","0","25.00","4","bowled",3,"England","Lord's",2008-07-10,47.4362745098039
"1053",1101,"Jacques Kallis","South Africa",4,"12","14","1","0","28.57","4","bowled",2,"England","Leeds",2008-07-18,47.2243902439024
"1054",1103,"Jacques Kallis","South Africa",64,"141","114","9","0","56.14","5","bowled",2,"England","Birmingham",2008-07-30,47.3058252427184
"1055",1104,"Jacques Kallis","South Africa",5,"11","7","1","0","71.42","4","lbw",4,"England","Birmingham",2008-07-30,47.1014492753623
"1056",1105,"Jacques Kallis","South Africa",2,"8","5","0","0","40.00","4","lbw",1,"England","The Oval",2008-08-07,46.8846153846154
"1057",1106,"Jacques Kallis","South Africa",9,"88","57","1","0","15.78","4","caught",3,"England","The Oval",2008-08-07,46.7033492822966
"1058",1107,"Jacques Kallis","South Africa",16,"56","35","4","0","45.71","4","caught",1,"Bangladesh","Bloemfontein",2008-11-19,46.5571428571429
"1059",1108,"Jacques Kallis","South Africa",24,"108","72","2","0","33.33","4","bowled",2,"Bangladesh","Centurion",2008-11-26,46.4502369668246
"1060",1109,"Jacques Kallis","South Africa",63,"162","111","6","1","56.75","4","caught",2,"Australia","Perth",2008-12-17,46.5283018867925
"1061",1110,"Jacques Kallis","South Africa",57,"155","106","4","2","53.77","4","caught",4,"Australia","Perth",2008-12-17,46.5774647887324
"1062",1111,"Jacques Kallis","South Africa",26,"81","53","2","0","49.05","4","caught",2,"Australia","Melbourne",2008-12-26,46.481308411215
"1063",1113,"Jacques Kallis","South Africa",37,"64","55","6","0","67.27","4","caught",2,"Australia","Sydney",2009-01-03,46.4372093023256
"1064",1114,"Jacques Kallis","South Africa",4,"23","13","0","0","30.76","4","caught",4,"Australia","Sydney",2009-01-03,46.2407407407407
"1065",1115,"Jacques Kallis","South Africa",27,"66","44","4","0","61.36","4","caught",2,"Australia","Johannesburg",2009-02-26,46.1520737327189
"1066",1116,"Jacques Kallis","South Africa",45,"174","139","4","0","32.37","4","bowled",4,"Australia","Johannesburg",2009-02-26,46.1467889908257
"1067",1117,"Jacques Kallis","South Africa",22,"117","78","5","0","28.20","4","caught",2,"Australia","Durban",2009-03-06,46.0365296803653
"1068",1118,"Jacques Kallis","South Africa",93,"246","175","13","0","53.14","3","caught",4,"Australia","Durban",2009-03-06,46.25
"1069",1119,"Jacques Kallis","South Africa",102,"269","163","14","2","62.57","4","caught",2,"Australia","Cape Town",2009-03-19,46.5022624434389
"1070",1120,"Jacques Kallis","South Africa",120,"306","225","16","1","53.33","4","caught",1,"England","Centurion",2009-12-16,46.8333333333333
"1071",1121,"Jacques Kallis","South Africa",4,"45","32","0","0","12.50","5","caught",3,"England","Centurion",2009-12-16,46.6412556053812
"1072",1122,"Jacques Kallis","South Africa",75,"197","132","7","0","56.81","4","caught",1,"England","Durban",2009-12-26,46.7678571428571
"1073",1123,"Jacques Kallis","South Africa",3,"4","4","0","0","75.00","4","bowled",3,"England","Durban",2009-12-26,46.5733333333333
"1074",1124,"Jacques Kallis","South Africa",108,"266","189","11","0","57.14","4","caught",1,"England","Cape Town",2010-01-03,46.8451327433628
"1075",1125,"Jacques Kallis","South Africa",46,"155","96","5","0","47.91","4","caught",3,"England","Cape Town",2010-01-03,46.84140969163
"1076",1126,"Jacques Kallis","South Africa",7,"41","24","0","0","29.16","4","caught",2,"England","Johannesburg",2010-01-14,46.6666666666667
"1077",1127,"Jacques Kallis","South Africa",173,"419","351","15","2","49.28","4","caught",1,"India","Nagpur",2010-02-06,47.2183406113537
"1078",1128,"Jacques Kallis","South Africa",10,"52","26","1","0","38.46","4","caught",1,"India","Kolkata",2010-02-14,47.0565217391304
"1079",1129,"Jacques Kallis","South Africa",20,"66","47","3","0","42.55","4","caught",3,"India","Kolkata",2010-02-14,46.9393939393939
"1080",1130,"Jacques Kallis","South Africa",28,"-","65","1","0","43.07","4","lbw",1,"West Indies","Port of Spain",2010-06-10,46.8577586206897
"1081",1131,"Jacques Kallis","South Africa",40,"-","67","4","1","59.70","4","lbw",3,"West Indies","Port of Spain",2010-06-10,46.8283261802575
"1082",1132,"Jacques Kallis","South Africa",110,"-","227","12","1","48.45","4","caught",1,"West Indies","Basseterre",2010-06-18,47.0982905982906
"1083",1133,"Jacques Kallis","South Africa",62,"-","128","6","1","48.43","4","not out",3,"West Indies","Basseterre",2010-06-18,47.1617021276596
"1084",1134,"Jacques Kallis","South Africa",43,"-","86","4","0","50.00","5","bowled",2,"West Indies","Bridgetown",2010-06-26,47.1440677966102
"1085",1135,"Jacques Kallis","South Africa",0,"-","15","0","0","0.00","4","not out",4,"West Indies","Bridgetown",2010-06-26,46.9451476793249
"1086",1136,"Jacques Kallis","South Africa",73,"249","156","6","0","46.79","4","caught",1,"Pakistan","Dubai (DSC)",2010-11-12,47.0546218487395
"1087",1137,"Jacques Kallis","South Africa",135,"280","218","8","4","61.92","4","not out",3,"Pakistan","Dubai (DSC)",2010-11-12,47.4225941422594
"1088",1138,"Jacques Kallis","South Africa",105,"225","147","12","3","71.42","4","bowled",1,"Pakistan","Abu Dhabi",2010-11-20,47.6625
"1089",1139,"Jacques Kallis","South Africa",10,"45","37","0","0","27.02","4","caught",3,"Pakistan","Abu Dhabi",2010-11-20,47.50622406639
"1090",1140,"Jacques Kallis","South Africa",201,"389","270","15","5","74.44","4","not out",2,"India","Centurion",2010-12-16,48.1404958677686
"1091",1141,"Jacques Kallis","South Africa",10,"27","17","2","0","58.82","4","run out",2,"India","Durban",2010-12-26,47.9835390946502
"1092",1142,"Jacques Kallis","South Africa",17,"77","52","2","0","32.69","4","caught",4,"India","Durban",2010-12-26,47.8565573770492
"1093",1143,"Jacques Kallis","South Africa",161,"459","291","19","0","55.32","4","caught",1,"India","Cape Town",2011-01-02,48.3183673469388
"1094",1144,"Jacques Kallis","South Africa",109,"380","240","8","0","45.41","5","not out",3,"India","Cape Town",2011-01-02,48.5650406504065
"1095",1145,"Jacques Kallis","South Africa",0,"6","4","0","0","0.00","4","caught",2,"Australia","Cape Town",2011-11-09,48.3684210526316
"1096",1146,"Jacques Kallis","South Africa",2,"14","6","0","0","33.33","4","not out",4,"Australia","Cape Town",2011-11-09,48.1814516129032
"1097",1147,"Jacques Kallis","South Africa",54,"64","41","8","2","131.70","4","caught",1,"Australia","Johannesburg",2011-11-17,48.2048192771084
"1098",1148,"Jacques Kallis","South Africa",2,"31","19","0","0","10.52","4","caught",3,"Australia","Johannesburg",2011-11-17,48.02
"1099",1149,"Jacques Kallis","South Africa",31,"78","56","5","0","55.35","5","caught",2,"Sri Lanka","Centurion",2011-12-15,47.9521912350598
"1100",1150,"Jacques Kallis","South Africa",0,"7","3","0","0","0.00","4","caught",2,"Sri Lanka","Durban",2011-12-26,47.7619047619048
